title;release_year;parental_guidelines;duration;genre;date_added;average_rating;description
Best Laid Plans;1999;R;93 min;['Movies'];November 1, 2019;6.3/10;When two buddies are reunited in a suffocating small town, it may not be such a coincidence. The set-up finds newcomer Bryce calling his pal Nick to help him out of a bind – a girl he picked up earlier in the evening is threatening statutory rape. The story then fades back four months to reveal the shocking twists that have led the three into a web of passion, crime and murder.
Biloxi Blues;1988;PG-13;107 min;['Movies'];November 1, 2019;6.8/10;Neil Simon's autobiographical comedy-drama is based on his Broadway hit. Fresh out of high school and on his way to WWII boot camp, idealistic Eugene Jerome clings to three personal dreams: to win a Pulitzer Prize, lose his virginity and fall in love with the perfect girl. How he goes about this makes for an endearing story with Matthew Broderick as the Brooklyn youth.
Brighton Beach Memoirs;1986;PG-13;109 min;['Movies'];November 1, 2019;6.7/10;Laughmaster Neil Simon takes a nostalgic look back at 1930s Brooklyn in this warm and witty comedy. Sex and baseball are the main things on teenager Eugene Jerome's mind. He dreams of playing for the Yankees, and of seeing a naked woman, just once! Meanwhile, the members of his large extended family, crowded into a small house, chase their own Depression-era dreams.
Chocolat;2000;PG-13;122 min;['Movies'];November 1, 2019;7.4/10;"Nominated for five Oscars(R) in 2000, including Best Picture, this delectable cinematic treat tells the story of a young woman and her daughter who open a chocolate shop that rattles their uptight French village. Starring Juliette Binoche, Judi Dench, Alfred Molina, Lena Olin and Johnny Depp. ""A work of artistry and craftsmanship at the highest level"" (Los Angeles Times)."
Clerks;1994;R;92 min;['Comedy'];November 1, 2019;7.6/10;"In this comic highlight of the 1994 Sundance Film Festival – made by director Kevin Smith for only $27,000 – two New Jersey store clerks make it through their day...barely. Dante works in a convenience store, while his friend mans a video store. Both of them would rather be doing something – anything – else, and let their customers know it. ""Buoyant, bleakly funny"" (New York Times)."
Coupe de Ville;1990;PG-13;97 min;['Movies'];November 1, 2019;6.5/10;It's 1963 and years since the Libner brothers have faced each other. The mismatched trio battled in their youth and little has changed. But now it's their mother's 50th birthday and dad asks the boys to drive her present – a '50s Cadillac – from Michigan to their home in Florida. It's a long trip – can the brothers overcome their road rage and find harmony behind the wheel?
Crazy, Stupid, Love.;2011;PG-13;118 min;['Movies'];November 1, 2019;;Cal Weaver (Steve Carell) has just had his heart torn out: his wife of nearly 30 years wants a divorce. Amid a hapless circuit of the singles scene, Cal finds himself under the wing of skilled ladies man Jacob (Golden Globe(R)-nominee Ryan Gosling). Cal's transformation is an impressive feat...but can an amazing wardrobe and a string of beautiful women heal a broken heart?
Devil;2010;PG-13;80 min;['Movies'];November 1, 2019;6.5/10;An old woman. A salesman. A mechanic. A security guard. A young woman. Five strangers stuck in an elevator in a Philadelphia high-rise...and one of them is Satan. With a troubled detective leading the race to get the group to safety, evil works its way through the tiny elevator, exposing each of the five's dirty deeds...and exploding in shocking violence.
Fatso;1980;PG;93 min;['Movies'];November 1, 2019;6.1/10;Lasagna, chocolate bars, pizza and pastry are all suddenly taboo for Dominick DiNapoli, a nice guy with a lifetime obsession for food. Comic Dom DeLuise plays the overweight bachelor who's fat, 40 and fed up – to the gills. Co-starring Anne Bancroft, who also wrote and directed the comedy.
HBO Access 2018 01: Halfway;2019;TV-14;16 min;['Drama', 'Shorts'];November 1, 2019;;Recently released from prison, Krystal must navigate the new rules and strong personalities of her local Christian halfway house if she has any hope of regaining custody of her estranged daughter.
HBO Access 2018 02: Unimundo45;2019;TV-14;14 min;['Drama', 'Shorts'];November 1, 2019;;When her parents threaten to self-deport, a jaded Latina news producer sheds her cynicism and becomes an activist – on live TV.
HBO Access 2018 03: Sterling;2019;TV-14;20 min;['Drama', 'Shorts'];November 1, 2019;;A small West Texas town struggles to pick up the pieces after a devastating mass shooting at their local high school.
Highlander IV: Endgame;2000;R;88 min;['Movies'];November 1, 2019;4.7/10;There can be only one! Picking up where the Highlander films and TV series left off, this explosive fourth and final film finds immortal warriors Duncan and Connor MacLeod reunited as they face off against the most powerful immortal the world has ever seen. Adrian Paul and Christopher Lambert star.
Highlander: The Final Dimension;1995;R;99 min;['Movies'];November 1, 2019;4.3/10;Christopher Lambert returns for more swordplay as immortal Scottish Highlander Connor MacLeod in this third installment in the popular fantasy series. This time around, MacLeod must face the wrath of Kane (Mario Van Peebles), an evil warrior who wants to regain his super powers from the Highlander after being trapped under a mountain for 400 years.
In Bruges;2008;R;107 min;['Movies'];November 1, 2019;8.0/10;European hit men Colin Farrell and Brendan Gleeson unwind in Belgium after a blundered job in this film. Ray (Farrell) is hiding out in Bruges, Belgium under the watchful eye of mafia cohort Ken (Gleeson) after a London kill went awry. As they await direction from their boss (Ralph Fiennes), Belgium's ancient beauty intrigues Ken...while a young blonde beauty captivates Ray.
Jeepers Creepers 2;2003;R;104 min;['Movies'];November 1, 2019;5.5/10;The Creeper returns for more bloody mayhem in this pulse-pounding sequel that finds the supernatural creature hunting down a bus-load of high-school teens. Can a farmer and his son stop the carnage?
Kiss of the Dragon;2001;R;98 min;['Movies'];November 1, 2019;6.7/10;Crank up the volume and get ready for a high-intensity thrill-ride as Jet Li takes on a city full of corrupt cops. Sent to aid French police in the arrest of a big-time drug dealer in Paris, Li winds up wrongfully blamed for the kingpin's murder – and winds up the target of a city-wide manhunt, thanks to a dirty police chief.
Lifeforce;1985;R;101 min;['Movies'];November 1, 2019;6.3/10;"Astronauts send lifelike humanoids from the interior of Halley's Comet down to Earth for examination. The creatures break loose, spreading a weird kind of vampirism that leaves its victims grotesquely deformed. Director Tobe Hooper (""Texas Chainsaw Massacre"") teamed up with special effects wizard John Dykstra (""Star Wars: A New Hope"") for this creepy adult horror fantasy."
Little Shop of Horrors;1986;PG-13;94 min;['Movies'];November 1, 2019;;Plant yourself in front of this wild musical comedy/fantasy – the story of a boy, a girl and a man-eating plant from outer space! Rick Moranis is Seymour, a nerdy flower-shop clerk who's sweet on co-worker Audrey but devoted to Audrey II, a bloodthirsty talking plant. Steve Martin is a sadistic singing dentist, doomed to be plant food as Audrey II gulps her way to power.
Love Field;1992;PG-13;105 min;['Movies'];November 1, 2019;6.7/10;Michelle Pfeiffer stars in an Oscar(R)-nominated role as a Dallas hairstylist whose trip to President Kennedy's funeral takes a powerful turn. Devastated by the president's assassination, Lurene Hallett (Pfeiffer) boards a bus for the Washington funeral where she meets a perplexing father and his daughter who greatly impact her journey.
Magic;1978;R;107 min;['Movies'];November 1, 2019;6.6/10;"A strange and terrifying love story of a magician-ventriloquist and a beautiful woman caught up in a bizarre web of circumstances. Anthony Hopkins is the performer, having trouble coping with sudden success and with his dummy, who seems to have a mind of his own. Ann-Margret is Hopkins' former high school dream girl, now a lonely housewife. ""Four stars"" (Chicago Tribune)."
Marvin's Room;1996;PG-13;98 min;['Movies'];November 1, 2019;6.8/10;Sisters Bessie and Lee have been separated for twenty years. But when Bessie is diagnosed with cancer, Lee makes the decision to bring her children to their grandfather's bedside where one may have the compatible bone marrow necessary for the transplant to save Bessie's life. Meryl Streep, Leonardo DiCaprio, Diane Keaton and Robert De Niro star in this compelling drama.
Meatballs 4;1992;R;89 min;['Movies'];November 1, 2019;3.5/10;Teen favorite Corey Feldman has a big assignment: lead his water ski camp to victory in a big competition, or the place will close down. Wet 'n' wild fun, with lots of babes and lakeside hijinks. Co-starring Jack Nance and Sarah Douglas. Written and directed by Bob Logan.
Message Erased;2019;TV-MA;4 min;['Comedy', 'Latino', 'Shorts'];November 1, 2019;;In this short film, a woman wants to leave her friend a voice message after seeing a photo of her with a mutual frenemy on social media. But she can't seem to get it right. With Camila Perez and Darlenis Duran. Written and directed by Alain Alfaro.
Moonlight Mile;2002;PG-13;117 min;['Movies'];November 1, 2019;6.8/10;A deeply personal film about grief and recovery, filmmaker Brad Silberling’s acclaimed drama follows the lives of a young man whose fiancee is murdered and his relationship with her heartbroken parents. Jake Gyllenhaal, Dustin Hoffman, Susan Sarandon and Holly Hunter head up a stellar cast. “Five stars” (Roger Ebert). Also with Ellen Pompeo and Dabney Coleman.
Mulholland Falls;1996;R;107 min;['Movies'];November 1, 2019;6.2/10;They were known as the 'Hat Squad': a foursome of fedora-wearing LAPD cops who doled out their own brand of vigilante justice in 1950s L.A. When a young starlet turns up murdered, the four find themselves pulled into a dirty stew of corruption and sex that threatens to shatter their alliance in this tense potboiler that recalls the film noir classic 'Chinatown.'
